UJ 88168 2.038978E-005 -4.6905874601
YQ 87953 2.034006E-005 -4.6916477703
VD 85611 1.979844E-005 -4.7033690282
PK 83017 1.919855E-005 -4.7167315708
VU 82830 1.915531E-005 -4.7177108152
JR 80471 1.860976E-005 -4.7302592277
ZL 80039 1.850986E-005 -4.732596866
SZ 79840 1.846384E-005 -4.7336779719
YZ 78281 1.81033E-005 -4.7422422516
LQ 77148 1.784129E-005 -4.7485737475
KJ 76816 1.776451E-005 -4.7504467672
BF 75352 1.742594E-005 -4.7588037856
NX 74844 1.730846E-005 -4.7617415712
QA 73527 1.700389E-005 -4.7694517132
QI 73387 1.697151E-005 -4.7702795156
KV 73184 1.692457E-005 -4.7714823566
ZW 68865 1.592575E-005 -4.797900106
WV 63930 1.478448E-005 -4.8301939459
UU 63043 1.457936E-005 -4.8362615401
VT 62912 1.454906E-005 -4.8371650651
VP 62577 1.447159E-005 -4.8394837501
XD 60101 0.000013899 -4.8570167575
GQ 59750 1.381782E-005 -4.859560469
XL 59585 1.377966E-005 -4.8607614981
VC 59024 1.364992E-005 -4.8648698939
CZ 57914 1.339322E-005 -4.8731149973
LZ 57314 1.325446E-005 -4.8776379612
ZT 56955 1.317144E-005 -4.8803667421
WZ 52836 1.221888E-005 -4.9129686003
SX 50975 1.17885E-005 -4.9285414522
ZB 50652 1.171381E-005 -4.9313018246
VL 49032 1.133917E-005 -4.9454187336
PV 48105 1.112479E-005 -4.9537081783
FQ 47504 1.09858E-005 -4.9591683117
PJ 47043 1.087919E-005 -4.9634034384
ZM 46034 1.064585E-005 -4.9728196573
VW 45608 1.054733E-005 -4.9768574658
CJ 41526 9.60332E-006 -5.0175785994
ZC 41037 9.49024E-006 -5.0227228045
BG 40516 9.36975E-006 -5.0282719966
JS 39326 9.09455E-006 -5.041218785
XG 39289 0.000009086 -5.0416277455
RX 38654 8.93914E-006 -5.048704261
HZ 37066 8.5719E-006 -5.0669229041
XX 35052 8.10614E-006 -5.0911858999
VM 35024 8.09967E-006 -5.091532675
XN 34734 8.0326E-006 -5.0951438591
QW 34669 8.01757E-006 -5.0959572396
JP 34520 7.98311E-006 -5.0978278865
VN 33082 7.65056E-006 -5.1163067745
ZD 32906 7.60986E-006 -5.118623333
ZR 32685 7.55875E-006 -5.1215500184
FZ 31186 7.21209E-006 -5.1419388623
XV 31117 7.19613E-006 -5.1429009996
ZP 30389 7.02778E-006 -5.1531818423
VH 30203 6.98476E-006 -5.1558485119
VB 29192 0.000006751 -5.1706344652
ZF 28658 6.62746E-006 -5.1786528848
GZ 28514 6.59416E-006 -5.1808405194
TX 28156 6.51137E-006 -5.1863276257
VF 28090 6.49611E-006 -5.1873466297
DX 27413 6.33954E-006 -5.1979422536
QB 27307 0.000006315 -5.199624582
BK 26993 6.24241E-006 -5.2046477104
ZG 26369 6.09811E-006 -5.2148047459
VG 25585 5.9168E-006 -5.2279131105
JC 24770 5.72832E-006 -5.2419727291
ZK 24262 5.61084E-006 -5.2509721156
ZN 24241 0.000005606 -5.2513476813
UQ 23386 5.40826E-006 -5.266942438
JM 22338 5.1659E-006 -5.286854005
VV 22329 5.16382E-006 -5.2870289047
JD 21903 5.0653E-006 -5.2953948278
MQ 21358 4.93926E-006 -5.3063381122
JH 20960 4.84722E-006 -5.3145072686
QS 20847 4.82109E-006 -5.316854761
JT 20408 4.71956E-006 -5.3260984883
JB 19380 4.48183E-006 -5.3485446207
FX 19313 4.46633E-006 -5.3500491917
PQ 18607 4.30306E-006 -5.3662225983
MZ 18271 4.22536E-006 -5.3741362833
YX 16945 3.91871E-006 -5.4068568748
QT 16914 3.91154E-006 -5.4076522242
WQ 16245 3.75683E-006 -5.4251784567
JJ 16085 3.71983E-006 -5.4294769074
JW 16083 3.71936E-006 -5.4295317839
LX 15467 3.57691E-006 -5.4464919872
GX 14778 3.41757E-006 -5.4662825813
JN 14452 3.34218E-006 -5.475970164
ZV 14339 0.000003316 -5.4793802394
MX 14250 3.29546E-006 -5.4820839554
JK 13967 0.00000323 -5.4907947885
KQ 13905 3.21568E-006 -5.4927271755
XK 13651 3.15694E-006 -5.5007336721
JF 12640 2.92313E-006 -5.5341518699
QM 12315 0.000002848 -5.5454645898
QH 12273 2.83826E-006 -5.5469478233
JL 12149 2.80958E-006 -5.5513585973
JG 12023 2.78045E-006 -5.5558849103
VK 11469 2.65233E-006 -5.5763724425
VJ 11432 2.64377E-006 -5.5777763299
KZ 11192 2.58827E-006 -5.5869904214
QC 10667 2.46686E-006 -5.607855497
XJ 10629 2.45807E-006 -5.6094057536
PZ 9697 2.24253E-006 -5.6492617384
QL 9603 2.22079E-006 -5.6534925068
QO 9394 2.17246E-006 -5.6630482112
JV 8925 0.000002064 -5.685290307
QF 8778 0.00000203 -5.6925039621
